昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,主要食草6,主要食草科6,観察タイプ6,利用部位6,利用ステージ6,出典6,食草備考6,主要食草7,主要食草科7,観察タイプ7,利用部位7,利用ステージ7,出典7,食草備考7,主要食草8,主要食草科8,観察タイプ8,利用部位8,利用ステージ8,出典8,食草備考8,主要食草9,主要食草科9,観察タイプ9,利用部位9,利用ステージ9,出典9,食草備考9,主要食草10,主要食草科10,観察タイプ10,利用部位10,利用ステージ10,出典10,食草備考10,発生時期1,発生時期出典1,発生地域1,発生時期備考1,発生時期2,発生時期出典2,発生地域2,発生時期備考2,幼虫期1,幼虫期出典1,幼虫期備考1,追加食草有無,データソース,総合備考,亜族和名
M0541,蛾類,844,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,sorbicola,,(Kumata),1963,,ナナカマドキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0542,蛾類,845,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,aino,,(Kumata),1963,,アイヌキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0543,蛾類,846,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,leucocorona,,(Kumata),1957,,キンスジシロホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0544,蛾類,847,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,issikii,,(Kumata),1963,,イッシキキンモンホソガ,,ホソスジキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0545,蛾類,848,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,kurokoi,,(Kumata),1963,,クロコキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0546,蛾類,849,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,jezoniella,,(Matsumura),1931,,エゾキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0547,蛾類,850,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,uchidai,,(Kumata),1963,,ウチダキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0548,蛾類,851,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,hancola,,(Kumata),1958,,ハンノキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0549,蛾類,852,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,ermani,,(Kumata),1963,,ミヤマキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0550,蛾類,853,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,japonica,,(Kumata),1963,,ヤマトキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0551,蛾類,854,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,dakekanbae,,(Kumata),1963,,ダケカンバキンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0552,蛾類,855,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,lyoniae,,(Kumata),1963,,ネジキキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0553,蛾類,856,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,styracis,,(Kumata),1963,,エゴノキキンモンホソガ,,エゴノキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0554,蛾類,857,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,juglandis,,(Kumata),1963,,クルミキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0555,蛾類,858,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,salictella,,(Zeller),1846,,ハスオビヤナギキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0556,蛾類,859,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,salicicolella,,(Sircom),1848,,ヤナギキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0557,蛾類,860,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,spinolella,,(Duponchel),1838,,フトオビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0558,蛾類,861,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,viciae,,(Kumata),1963,,クサフジキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0559,蛾類,,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,ginnalae,,(Ermolaev),1981,,カラコギカエデキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0560,蛾類,862,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,orientalis,,(Kumata),1963,,カエデキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0561,蛾類,863,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,pterocaryae,,(Kumata),1963,,サワグルミキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0562,蛾類,864,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,pastorella,,(Zeller),1846,,マダラキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0563,蛾類,,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,"sp. of Oku, 2003",,,,,ヤナギマダラキンモンホソガ,,,,,非掲載,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0564,蛾類,865,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,cavella,,(Zeller),1846,,カバノキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0565,蛾類,866,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,ulmifoliella,,(Hübner),[1817],,ツマスジキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0566,蛾類,867,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,melacoronis,,(Kumata),1963,,ズグロキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0567,蛾類,868,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,ringoniella,,(Matsumura),1931,,キンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0568,蛾類,869,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,yakusimensis,,(Kumata),1967,,ヤクシマキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0569,蛾類,870,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,longispinata,,(Kumata),1958,,ツヤオビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0570,蛾類,871,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,kisoensis,,Kumata & Park,1978,,キソキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0571,蛾類,872,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,gigas,,(Kumata),1963,,オオキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0572,蛾類,873,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,takagii,,(Kumata),1963,,タカギキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0573,蛾類,874,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,tritorrhecta,,(Meyrick),1935,,ミツオビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0574,蛾類,875,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,ulmi,,(Kumata),1963,,ニレキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0575,蛾類,876,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,bicinctella,,(Matsumura),1931,,フタオビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0576,蛾類,877,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,laciniatae,,(Kumata),1967,,オヒョウキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0577,蛾類,878,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,zelkovae,,(Kumata),1963,,ケヤキキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0578,蛾類,879,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,stephanandrae,,(Kumata),1967,,コゴメウツギキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0579,蛾類,880,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,lonicerae,,(Kumata),1963,,スイカズラキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0580,蛾類,881,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,celtidis,,(Kumata),1963,,エノキキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0581,蛾類,882,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,bifurcata,,(Kumata),1967,,エノキヒメキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0582,蛾類,883,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,pulchra,,(Kumata),1963,,ナカグロキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0583,蛾類,,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Phyllonorycter,,junoniella,,(Zeller),1846,,コケモモキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0584,蛾類,884,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Porphyrosela,,alternata,,Kumata,1993,,チビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0585,蛾類,,Gracillariidae,ホソガ科,Lithocolletinae,キンモンホソガ亜科,,,,,Porphyrosela,,dorinda,,(Meyrick),1912,,ミナミチビキンモンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0586,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Eumetriochroa,,hederae,,Kumata,1998,,キヅタオビギンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0587,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Eumetriochroa,,miyatai,,Kumata,1998,,イヌツゲオビギンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0588,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Eumetriochroa,,kalopanacis,,Kumata,1998,,ハリギリオビギンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0589,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Eumetriochroa,,hiranoi,,Kumata,1998,,ヒラノオビギンホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0590,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Metriochroa,,fraxinella,,Kumata,1998,,ヤチダモハイオビホソガ,,ネズミモチクロホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0591,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Metriochroa,,syringae,,Kumata,1998,,ハシドイハイオビホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0592,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Corythoxestis,,sunosei,,(Kumata),1998,,スノセクロチビホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0593,蛾類,,Gracillariidae,ホソガ科,Oecophyllembiinae,オビギンホソガ亜科,,,,,Corythoxestis,,yaeyamensis,,(Kumata),1998,,ヤエヤマクロチビホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0594,蛾類,886,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,citrella,,Stainton,1856,,ミカンコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0595,蛾類,887,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,saligna,,(Zeller),1839,,ヤナギコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0596,蛾類,885,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,selenopa,,Meyrick,1915,,センダンコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0597,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,gracilistylella,,"Kobayashi, Jinbo & Hirowatari",2011,,ネコヤナギコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0598,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,unipunctella,,(Stephens),1834,,ポプラコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0599,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,chlorantica,,Seksjaeva,1992,,ヒトリシズカコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0600,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,shizukagozen,,Kobayashi & Hirowatari,2011,,フタリシズカコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0601,蛾類,888,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,toparcha,,Meyrick,1918,,ブドウコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0602,蛾類,889,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,hyperbolacma,,(Meyrick),1931,,ユズリハコハモグリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0603,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,indistincta,,Kobayashi & Triberti,2018,,ミズキコハモグリ,,,,,非掲載,学名決定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0604,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,podocarpa,,Liu,2018,,イヌマキノコハモグリガ,,,,,非掲載,学名決定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0605,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,"sp. 1 of Owada et al., 2006",,,,,ヒイラギコハモグリ,,,,,非掲載,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0606,蛾類,,Gracillariidae,ホソガ科,Phyllocnistinae,コハモグリガ亜科,,,,,Phyllocnistis,,"sp. 3 of Owada et al., 2006",,,,,ヤブニッケイコハモグリ,,,,,非掲載,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
